Position,Points,Games,team,Goals,Shots,Goals/Shots,Assist,Passes,Turnover,Fouls suffered,Fouls made,Yellow cards,Red cards,Sent offs,season
9.0,37.0,30.0,ARIS F.C.,29.0,282.0,1/9.7,17.0,1867.0,1554.0,513.0,440.0,90.0,3.0,8.0,2011-2012
6.0,45.0,30.0,ASTERAS TRIPOLIS F.C.,28.0,336.0,1/12.0,19.0,1855.0,1563.0,439.0,489.0,88.0,0.0,2.0,2011-2012
4.0,50.0,30.0,ATROMITOS F.C. ATHENS,32.0,244.0,1/7.6,17.0,1954.0,1540.0,493.0,441.0,89.0,1.0,2.0,2011-2012
16.0,17.0,30.0,DOXA DRAMAS F.C.,11.0,190.0,1/17.3,2.0,1429.0,1685.0,454.0,594.0,82.0,1.0,3.0,2011-2012
14.0,29.0,30.0,ERGOTELIS F.C.,27.0,317.0,1/11.7,14.0,1977.0,1657.0,484.0,643.0,102.0,2.0,10.0,2011-2012
13.0,32.0,30.0,KERKYRA F.C.,31.0,278.0,1/9.0,12.0,1965.0,1470.0,473.0,519.0,80.0,0.0,3.0,2011-2012
7.0,39.0,30.0,LEVADIAKOS F.C.,33.0,288.0,1/8.7,21.0,1571.0,1521.0,530.0,452.0,95.0,2.0,4.0,2011-2012
1.0,73.0,30.0,OLYMPIACOS F.C.,68.0,431.0,1/6.3,42.0,2342.0,1498.0,472.0,475.0,60.0,0.0,1.0,2011-2012
10.0,37.0,30.0,O.F.I. F.C.,27.0,249.0,1/9.2,15.0,1858.0,1683.0,494.0,508.0,92.0,1.0,4.0,2011-2012
2.0,66.0,30.0,PANATHINAIKOS F.C.,54.0,341.0,1/6.3,24.0,2402.0,1633.0,493.0,446.0,79.0,2.0,3.0,2011-2012
15.0,28.0,30.0,PANETOLIKOS F.C.,23.0,286.0,1/12.4,12.0,2025.0,1548.0,511.0,407.0,82.0,4.0,9.0,2011-2012
12.0,33.0,30.0,PANIONIOS F.C.,26.0,286.0,1/11.0,16.0,1939.0,1628.0,477.0,508.0,80.0,3.0,4.0,2011-2012
3.0,50.0,30.0,P.A.O.K. F.C.,45.0,355.0,1/7.9,27.0,2726.0,1488.0,405.0,460.0,72.0,2.0,3.0,2011-2012
8.0,38.0,30.0,PAS GIANNINA F.C.,30.0,259.0,1/8.6,10.0,2117.0,1591.0,476.0,534.0,99.0,0.0,2.0,2011-2012
11.0,36.0,30.0,SKODA XANTHI F.C.,31.0,305.0,1/9.8,15.0,1732.0,1452.0,469.0,523.0,95.0,4.0,8.0,2011-2012
15.0,27.0,30.0,A.E.K. F.C.,21.0,239.0,1/11.4,11.0,1684.0,1434.0,421.0,544.0,99.0,1.0,7.0,2012-2013
13.0,33.0,30.0,ARIS F.C.,32.0,275.0,1/8.6,19.0,1399.0,1536.0,509.0,509.0,113.0,3.0,13.0,2012-2013
3.0,56.0,30.0,ASTERAS TRIPOLI F.C.,41.0,331.0,1/8.1,29.0,2109.0,1558.0,388.0,525.0,89.0,0.0,6.0,2012-2013
4.0,46.0,30.0,ATROMITOS F.C. ATHENS,26.0,296.0,1/11.4,15.0,1805.0,1503.0,486.0,487.0,83.0,0.0,1.0,2012-2013
12.0,33.0,30.0,VERIA F.C.,30.0,282.0,1/9.4,20.0,1863.0,1384.0,455.0,495.0,91.0,5.0,12.0,2012-2013
16.0,20.0,30.0,KERKYRA F.C.,16.0,213.0,1/13.3,8.0,1249.0,1429.0,494.0,504.0,90.0,2.0,6.0,2012-2013
11.0,34.0,30.0,LEVADIAKOS F.C.,21.0,280.0,1/13.3,14.0,1803.0,1556.0,515.0,422.0,77.0,1.0,2.0,2012-2013
1.0,77.0,30.0,OLYMPIACOS F.C.,64.0,456.0,1/7.1,42.0,2640.0,1502.0,462.0,394.0,29.0,0.0,0.0,2012-2013
14.0,32.0,30.0,O.F.I. F.C.,33.0,252.0,1/7.6,28.0,1858.0,1696.0,476.0,472.0,95.0,0.0,7.0,2012-2013
6.0,40.0,31.0,PANATHINAIKOS F.C.,35.0,350.0,1/10.0,17.0,2220.0,1654.0,467.0,496.0,79.0,2.0,5.0,2012-2013
10.0,36.0,30.0,PANTHRAKIKOS F.C.,30.0,303.0,1/10.1,16.0,1712.0,1535.0,440.0,444.0,68.0,2.0,4.0,2012-2013
8.0,36.0,30.0,PANIONIOS F.C.,35.0,274.0,1/7.8,15.0,1589.0,1553.0,446.0,520.0,92.0,3.0,6.0,2012-2013
2.0,62.0,30.0,P.A.O.K. F.C.,46.0,322.0,1/7.0,26.0,2334.0,1396.0,406.0,457.0,85.0,7.0,10.0,2012-2013
5.0,44.0,30.0,PAS GIANNINA F.C.,28.0,284.0,1/10.1,16.0,1706.0,1685.0,458.0,490.0,85.0,0.0,2.0,2012-2013
9.0,36.0,30.0,PLATANIAS F.C.,29.0,286.0,1/9.9,16.0,1938.0,1645.0,508.0,462.0,81.0,1.0,2.0,2012-2013
7.0,40.0,31.0,SKODA XANTHI F.C.,28.0,259.0,1/9.3,16.0,1864.0,1619.0,450.0,512.0,92.0,3.0,6.0,2012-2013
17.0,36.0,34.0,APOLLON F.C.,43.0,297.0,1/6.9,27.0,1406.0,1346.0,517.0,616.0,101.0,1.0,6.0,2013-2014
18.0,22.0,34.0,ARIS F.C.,26.0,321.0,1/12.3,16.0,1565.0,1492.0,549.0,597.0,104.0,5.0,11.0,2013-2014
5.0,58.0,34.0,ASTERAS TRIPOLI F.C.,46.0,425.0,1/9.2,34.0,2124.0,1439.0,455.0,637.0,97.0,2.0,5.0,2013-2014
3.0,66.0,34.0,ATROMITOS F.C. ATHENS,54.0,386.0,1/7.1,37.0,1925.0,1533.0,554.0,451.0,80.0,1.0,2.0,2013-2014
15.0,38.0,34.0,VERIA F.C.,31.0,348.0,1/11.2,16.0,1736.0,1492.0,585.0,586.0,102.0,1.0,10.0,2013-2014
7.0,44.0,34.0,ERGOTELIS F.C.,39.0,334.0,1/8.6,22.0,1603.0,1533.0,567.0,594.0,106.0,2.0,10.0,2013-2014
12.0,39.0,34.0,A.E.L. KALLONI,31.0,297.0,1/9.6,20.0,1692.0,1588.0,510.0,540.0,91.0,2.0,7.0,2013-2014
8.0,42.0,34.0,LEVADIAKOS F.C.,42.0,268.0,1/6.4,28.0,1429.0,1475.0,506.0,566.0,84.0,4.0,5.0,2013-2014
1.0,86.0,34.0,OLYMPIACOS F.C.,88.0,496.0,1/5.6,60.0,2569.0,1549.0,532.0,413.0,38.0,1.0,1.0,2013-2014
6.0,44.0,34.0,O.F.I. F.C.,30.0,364.0,1/12.1,21.0,1994.0,1513.0,576.0,650.0,82.0,3.0,6.0,2013-2014
4.0,66.0,34.0,PANATHINAIKOS F.C.,57.0,423.0,1/7.4,39.0,2407.0,1708.0,413.0,611.0,95.0,2.0,6.0,2013-2014
9.0,42.0,34.0,PANETOLIKOS F.C.,32.0,390.0,1/12.2,17.0,1880.0,1411.0,485.0,585.0,89.0,2.0,5.0,2013-2014
10.0,41.0,34.0,PANTHRAKIKOS F.C.,39.0,298.0,1/7.6,20.0,1691.0,1535.0,548.0,464.0,96.0,2.0,6.0,2013-2014
13.0,39.0,34.0,PANIONIOS F.C.,33.0,279.0,1/8.5,15.0,1685.0,1528.0,649.0,481.0,93.0,0.0,4.0,2013-2014
2.0,69.0,34.0,P.A.O.K. F.C.,68.0,426.0,1/6.3,39.0,2407.0,1536.0,491.0,507.0,98.0,3.0,3.0,2013-2014
11.0,41.0,34.0,PAS GIANNINA F.C.,34.0,299.0,1/8.8,24.0,1592.0,1572.0,463.0,518.0,82.0,3.0,8.0,2013-2014
14.0,38.0,34.0,PLATANIAS F.C.,39.0,344.0,1/8.8,22.0,1624.0,1524.0,555.0,560.0,79.0,0.0,3.0,2013-2014
16.0,38.0,34.0,SKODA XANTHI F.C.,44.0,280.0,1/6.4,29.0,1859.0,1564.0,536.0,571.0,82.0,5.0,10.0,2013-2014
4.0,59.0,34.0,ASTERAS TRIPOLI F.C.,52.0,419.0,1/8.1,31.0,2017.0,1395.0,454.0,587.0,98.0,1.0,4.0,2014-2015
5.0,54.0,34.0,ATROMITOS F.C. ATHENS,43.0,314.0,1/7.3,25.0,1915.0,1485.0,474.0,431.0,76.0,2.0,2.0,2014-2015
13.0,43.0,34.0,VERIA F.C.,45.0,348.0,1/7.7,27.0,1990.0,1519.0,452.0,569.0,89.0,3.0,6.0,2014-2015
15.0,32.0,34.0,ERGOTELIS F.C.,35.0,336.0,1/9.6,18.0,1721.0,1539.0,486.0,504.0,91.0,2.0,5.0,2014-2015
10.0,44.0,34.0,A.E.L. KALLONI,34.0,281.0,1/8.3,15.0,1308.0,1392.0,528.0,480.0,86.0,0.0,7.0,2014-2015
18.0,44.0,34.0,A.O.K. F.C.,39.0,317.0,1/8.1,16.0,1650.0,1446.0,513.0,479.0,87.0,1.0,4.0,2014-2015
14.0,43.0,34.0,LEVADIAKOS F.C.,41.0,353.0,1/8.6,24.0,1456.0,1378.0,524.0,483.0,81.0,4.0,6.0,2014-2015
,,,,,,,,,,,,,,,2014-2015
1.0,78.0,34.0,OLYMPIACOS F.C.,79.0,549.0,1/6.9,42.0,2480.0,1455.0,502.0,361.0,49.0,0.0,0.0,2014-2015
16.0,-6.0,33.0,O.F.I. F.C.,26.0,209.0,1/8.0,10.0,1139.0,1161.0,366.0,392.0,76.0,3.0,8.0,2014-2015
2.0,66.0,34.0,PANATHINAIKOS F.C.,59.0,414.0,1/7.0,35.0,2501.0,1641.0,380.0,535.0,95.0,0.0,2.0,2014-2015
7.0,52.0,34.0,PANETOLIKOS F.C.,41.0,335.0,1/8.2,24.0,1559.0,1421.0,389.0,586.0,106.0,1.0,3.0,2014-2015
11.0,43.0,34.0,PANTHRAKIKOS F.C.,35.0,310.0,1/8.9,18.0,1712.0,1538.0,531.0,456.0,79.0,2.0,4.0,2014-2015
12.0,43.0,34.0,PANIONIOS F.C.,43.0,363.0,1/8.4,20.0,1704.0,1579.0,528.0,442.0,89.0,1.0,5.0,2014-2015
3.0,65.0,34.0,P.A.O.K. F.C.,57.0,380.0,1/6.7,36.0,2099.0,1417.0,446.0,529.0,99.0,3.0,8.0,2014-2015
6.0,53.0,34.0,PAS GIANNINA F.C.,47.0,312.0,1/6.6,31.0,1717.0,1464.0,397.0,458.0,76.0,0.0,6.0,2014-2015
9.0,44.0,34.0,PLATANIAS F.C.,32.0,339.0,1/10.6,17.0,1617.0,1537.0,438.0,439.0,78.0,1.0,4.0,2014-2015
8.0,47.0,34.0,SKODA XANTHI F.C.,44.0,300.0,1/6.8,29.0,2191.0,1505.0,507.0,566.0,104.0,1.0,4.0,2014-2015
3.0,54.0,30.0,A.E.K. F.C.,43.0,327.0,1/7.6,28.0,1845.0,1335.0,494.0,446.0,77.0,1.0,5.0,2015-2016
7.0,41.0,30.0,ASTERAS TRIPOLI F.C.,31.0,336.0,1/10.8,18.0,1863.0,1390.0,467.0,542.0,105.0,0.0,3.0,2015-2016
8.0,39.0,30.0,ATROMITOS F.C. ATHENS,26.0,301.0,1/11.6,21.0,1787.0,1384.0,470.0,422.0,78.0,1.0,4.0,2015-2016
14.0,27.0,30.0,VERIA F.C.,19.0,290.0,1/15.3,10.0,2071.0,1441.0,423.0,496.0,70.0,0.0,4.0,2015-2016
12.0,35.0,30.0,AEP IRAKLIS F.C.,24.0,232.0,1/9.7,16.0,1786.0,1471.0,446.0,543.0,91.0,1.0,4.0,2015-2016
16.0,16.0,30.0,A.E.L. KALLONI,19.0,277.0,1/14.6,8.0,1396.0,1346.0,475.0,480.0,81.0,2.0,9.0,2015-2016
10.0,37.0,30.0,LEVADIAKOS F.C.,27.0,222.0,1/8.2,12.0,1160.0,1319.0,433.0,424.0,93.0,0.0,3.0,2015-2016
1.0,85.0,30.0,OLYMPIACOS F.C.,81.0,440.0,1/5.4,45.0,2127.0,1372.0,400.0,442.0,57.0,1.0,3.0,2015-2016
2.0,55.0,30.0,PANATHINAIKOS F.C.,52.0,324.0,1/6.2,36.0,1975.0,1374.0,353.0,459.0,77.0,2.0,5.0,2015-2016
11.0,35.0,30.0,PANETOLIKOS F.C.,30.0,278.0,1/9.3,16.0,1426.0,1166.0,462.0,401.0,93.0,1.0,7.0,2015-2016
15.0,17.0,30.0,PANTHRAKIKOS F.C.,18.0,250.0,1/13.9,14.0,1725.0,1477.0,396.0,400.0,75.0,1.0,3.0,2015-2016
5.0,44.0,30.0,PANIONIOS F.C.,33.0,286.0,1/8.7,17.0,1680.0,1435.0,456.0,430.0,85.0,1.0,6.0,2015-2016
4.0,45.0,30.0,P.A.O.K. F.C.,45.0,352.0,1/7.8,29.0,2882.0,1504.0,433.0,476.0,79.0,2.0,5.0,2015-2016
6.0,42.0,30.0,PAS GIANNINA F.C.,36.0,290.0,1/8.1,21.0,1661.0,1285.0,411.0,476.0,88.0,1.0,5.0,2015-2016
9.0,39.0,30.0,PLATANIAS F.C.,32.0,311.0,1/9.7,23.0,1872.0,1393.0,432.0,451.0,66.0,0.0,2.0,2015-2016
13.0,33.0,30.0,SKODA XANTHI F.C.,27.0,245.0,1/9.1,17.0,2021.0,1390.0,425.0,459.0,82.0,0.0,2.0,2015-2016
4.0,53.0,30.0,A.E.K. F.C.,54.0,366.0,1/6.8,28.0,1922.0,1279.0,423.0,480.0,70.0,2.0,6.0,2016-2017
13.0,28.0,30.0,A.E.L. F.C.,23.0,267.0,1/11.6,15.0,1548.0,1436.0,492.0,498.0,81.0,3.0,5.0,2016-2017
12.0,28.0,30.0,ASTERAS TRIPOLI F.C.,34.0,347.0,1/10.2,14.0,1781.0,1425.0,459.0,511.0,88.0,1.0,5.0,2016-2017
8.0,39.0,30.0,ATROMITOS F.C. ATHENS,29.0,235.0,1/8.1,19.0,1715.0,1397.0,450.0,430.0,68.0,0.0,3.0,2016-2017
16.0,22.0,30.0,VERIA F.C.,23.0,240.0,1/10.4,14.0,1684.0,1406.0,465.0,436.0,68.0,1.0,3.0,2016-2017
15.0,29.0,30.0,AEP IRAKLIS F.C.,28.0,252.0,1/9.0,18.0,1258.0,1285.0,481.0,467.0,88.0,2.0,7.0,2016-2017
10.0,32.0,30.0,A.O.K. F.C.,22.0,249.0,1/11.3,16.0,1297.0,1317.0,449.0,441.0,78.0,1.0,3.0,2016-2017
14.0,26.0,30.0,LEVADIAKOS F.C.,27.0,249.0,1/9.2,14.0,1303.0,1342.0,441.0,490.0,86.0,1.0,5.0,2016-2017
6.0,48.0,30.0,XANTHI F.C.,34.0,205.0,1/6.0,16.0,1652.0,1437.0,367.0,496.0,91.0,2.0,8.0,2016-2017
1.0,67.0,30.0,OLYMPIACOS F.C.,57.0,404.0,1/7.1,36.0,2106.0,1405.0,396.0,444.0,63.0,1.0,3.0,2016-2017
3.0,57.0,30.0,PANATHINAIKOS F.C.,45.0,363.0,1/8.1,24.0,2201.0,1471.0,422.0,515.0,80.0,1.0,1.0,2016-2017
11.0,31.0,30.0,PANETOLIKOS F.C.,29.0,302.0,1/10.4,17.0,1467.0,1283.0,496.0,464.0,79.0,0.0,1.0,2016-2017
5.0,52.0,30.0,PANIONIOS F.C.,35.0,289.0,1/8.3,17.0,1538.0,1444.0,502.0,440.0,76.0,2.0,5.0,2016-2017
2.0,61.0,30.0,P.A.O.K. F.C.,52.0,422.0,1/8.1,32.0,2255.0,1318.0,438.0,473.0,70.0,3.0,4.0,2016-2017
9.0,36.0,30.0,PAS GIANNINA 1966 F.C.,30.0,252.0,1/8.4,20.0,1423.0,1284.0,435.0,498.0,73.0,1.0,3.0,2016-2017
7.0,42.0,30.0,PLATANIAS F.C.,34.0,251.0,1/7.4,22.0,1579.0,1275.0,509.0,551.0,82.0,1.0,3.0,2016-2017
1.0,70.0,30.0,A.E.K. F.C.,50.0,385.0,1/7.7,28.0,1783.0,1118.0,464.0,501.0,72.0,3.0,3.0,2017-2018
12.0,31.0,30.0,A.E.L. F.C.,22.0,232.0,1/10.5,17.0,1108.0,1133.0,470.0,492.0,103.0,1.0,2.0,2017-2018
14.0,29.0,30.0,APOLLON SMYRNI,23.0,209.0,1/9.1,10.0,1286.0,1235.0,458.0,432.0,88.0,0.0,5.0,2017-2018
5.0,45.0,30.0,ASTERAS TRIPOLI F.C.,39.0,305.0,1/7.8,26.0,1659.0,1267.0,387.0,509.0,85.0,0.0,4.0,2017-2018
4.0,56.0,30.0,ATROMITOS F.C. ATHENS,43.0,330.0,1/7.7,31.0,1688.0,1315.0,507.0,469.0,80.0,0.0,1.0,2017-2018
15.0,22.0,30.0,A.O.K. F.C.,19.0,227.0,1/11.9,7.0,1051.0,1164.0,440.0,464.0,86.0,1.0,6.0,2017-2018
13.0,30.0,30.0,PAS LAMIA 1964 F.C.,20.0,218.0,1/10.9,7.0,1392.0,1326.0,504.0,499.0,91.0,2.0,6.0,2017-2018
10.0,34.0,30.0,LEVADIAKOS F.C.,23.0,255.0,1/11.1,17.0,1182.0,1133.0,444.0,452.0,83.0,1.0,4.0,2017-2018
6.0,45.0,30.0,XANTHI F.C.,31.0,222.0,1/7.2,18.0,1152.0,1122.0,429.0,495.0,83.0,1.0,3.0,2017-2018
3.0,57.0,30.0,OLYMPIACOS F.C.,63.0,376.0,1/6.0,37.0,2035.0,1289.0,429.0,480.0,75.0,1.0,3.0,2017-2018
11.0,32.0,30.0,PANATHINAIKOS F.C.,30.0,301.0,1/10.0,16.0,1953.0,1392.0,480.0,491.0,89.0,2.0,8.0,2017-2018
8.0,35.0,30.0,PANETOLIKOS F.C.,31.0,244.0,1/7.9,13.0,1552.0,1253.0,496.0,463.0,105.0,1.0,5.0,2017-2018
7.0,40.0,30.0,PANIONIOS F.C.,32.0,268.0,1/8.4,20.0,1625.0,1410.0,484.0,399.0,69.0,1.0,4.0,2017-2018
2.0,64.0,30.0,P.A.O.K. F.C.,59.0,364.0,1/6.2,37.0,1616.0,1036.0,371.0,444.0,65.0,3.0,4.0,2017-2018
9.0,34.0,30.0,PAS GIANNINA 1966 F.C.,31.0,276.0,1/8.9,23.0,1134.0,1100.0,433.0,495.0,76.0,1.0,2.0,2017-2018
16.0,10.0,30.0,PLATANIAS F.C.,14.0,216.0,1/15.4,7.0,1268.0,1097.0,419.0,505.0,80.0,1.0,6.0,2017-2018
3.0,57.0,30.0,A.E.K. F.C.,50.0,350.0,1/7.0,31.0,1554.0,1123.0,451.0,558.0,66.0,0.0,0.0,2018-2019
